besoins
0;Antoine_C;IF;
1;Antoine_C;AD;
2;Antoine_C;MN;
3;Brigitte_C;AD;
4;Brigitte_C;BR;
5;Brigitte_C;IF;
6;Cedric_C;MN;
7;Cedric_C;JD;
8;Cedric_C;IF;
9;Dominique_C;IF;
10;Dominique_C;AD;
11;Dominique_C;BR;
12;Estelle_C;IF;
13;Estelle_C;AD;
14;Estelle_C;JD;
15;Florian_C;IF;
16;Florian_C;AD;
17;Gisele_C;JD;
18;Gisele_C;BR;
19;Hugo_C;MN;
20;Ines_C;JD;
21;Ines_C;BR;
22;Ines_C;MN;
23;Julien_C;MN;
24;Katia_C;BR;
25;Laurent_C;MN;
26;Laurent_C;BR;
27;Laurent_C;IF;
28;Manon_C;IF;
29;Manon_C;AD;
30;Noemie_C;IF;
31;Noemie_C;BR;
32;Noemie_C;JD;
33;Omar_C;IF;
competences;;;;
0;Alice;MN;4;
1;Alice;AD;1;
2;Bernard;JD;8;
3;Bernard;MN;4;
4;Bernard;IF;2;
5;Charlotte;BR;3;
6;David;JD;7;
7;David;MN;6;
8;David;IF;10;
9;Emma;JD;5;
10;Emma;BR;7;
11;Francois;JD;7;
12;Francois;MN;3;
13;Francois;AD;9;
14;Gabriel;JD;2;
15;Gabriel;BR;10;
16;Helene;BR;5;
17;Helene;MN;1;
18;Helene;IF;4;
19;Helene;AD;1;
20;Isabelle;IF;10;
21;Jacques;BR;5;
22;Jacques;MN;9;
23;Jacques;AD;4;
24;Karine;BR;6;
25;Karine;IF;2;
26;Karine;AD;1;
27;Louis;JD;6;
28;Louis;MN;9;
29;Louis;IF;10;
30;Louis;AD;10;
31;Marie;BR;4;
32;Marie;MN;10;
33;Nicolas;JD;10;
34;Nicolas;MN;3;
35;Olivier;BR;4;
36;Olivier;MN;5;
37;Olivier;AD;6;
