besoins
0;Antoine_C;IF;
1;Antoine_C;AD;
2;Antoine_C;JD;
3;Brigitte_C;MN;
4;Cedric_C;IF;
5;Cedric_C;MN;
6;Cedric_C;BR;
7;Dominique_C;AD;
8;Dominique_C;BR;
9;Dominique_C;JD;
10;Estelle_C;AD;
11;Florian_C;BR;
12;Florian_C;AD;
13;Florian_C;IF;
14;Gisele_C;MN;
15;Gisele_C;AD;
16;Gisele_C;JD;
17;Hugo_C;AD;
18;Hugo_C;JD;
19;Hugo_C;IF;
20;Ines_C;MN;
21;Ines_C;JD;
22;Ines_C;BR;
23;Julien_C;AD;
24;Katia_C;BR;
25;Laurent_C;BR;
26;Laurent_C;MN;
27;Laurent_C;JD;
28;Manon_C;BR;
29;Manon_C;JD;
30;Noemie_C;MN;
31;Noemie_C;IF;
32;Noemie_C;AD;
33;Omar_C;AD;
34;Omar_C;JD;
35;Pierre_C;AD;
36;Pierre_C;MN;
37;Pierre_C;JD;
38;Quentin_C;JD;
39;Roxane_C;IF;
40;Roxane_C;AD;
41;Stephane_C;JD;
42;Stephane_C;AD;
43;Thierry_C;MN;
44;Thierry_C;BR;
competences;;;;
0;Alice;BR;7;
1;Alice;MN;7;
2;Alice;IF;8;
3;Alice;AD;6;
4;Bernard;MN;7;
5;Bernard;IF;9;
6;Charlotte;BR;4;
7;Charlotte;MN;6;
8;David;JD;9;
9;David;MN;4;
10;David;AD;9;
11;Emma;JD;2;
12;Emma;MN;1;
13;Francois;JD;2;
14;Francois;BR;8;
15;Francois;AD;10;
16;Gabriel;AD;10;
17;Helene;JD;3;
18;Isabelle;BR;6;
19;Isabelle;MN;2;
20;Isabelle;AD;7;
21;Jacques;MN;9;
22;Karine;JD;9;
23;Karine;BR;10;
24;Karine;IF;9;
25;Louis;JD;9;
26;Louis;BR;6;
27;Louis;MN;5;
28;Marie;BR;7;
29;Marie;IF;3;
30;Marie;AD;5;
31;Nicolas;JD;7;
32;Nicolas;MN;1;
33;Nicolas;AD;10;
34;Olivier;JD;9;
35;Olivier;MN;7;
36;Patricia;JD;10;
37;Patricia;AD;3;
38;Quentin;JD;3;
39;Quentin;BR;7;
40;Quentin;IF;9;
41;Quentin;AD;5;
42;Raphael;JD;3;
43;Raphael;BR;5;
44;Raphael;AD;10;
45;Sophie;MN;1;
46;Sophie;IF;3;
47;Sophie;AD;7;
48;Thomas;JD;1;
