besoins
0;Antoine_C;AD;
1;Antoine_C;BR;
2;Antoine_C;IF;
3;Brigitte_C;IF;
4;Cedric_C;MN;
5;Cedric_C;AD;
6;Cedric_C;JD;
7;Dominique_C;IF;
8;Dominique_C;MN;
9;Dominique_C;BR;
10;Estelle_C;AD;
11;Estelle_C;IF;
12;Estelle_C;MN;
13;Florian_C;BR;
14;Florian_C;AD;
15;Gisele_C;AD;
16;Hugo_C;MN;
17;Hugo_C;BR;
18;Ines_C;MN;
19;Ines_C;AD;
20;Julien_C;AD;
21;Julien_C;BR;
22;Julien_C;JD;
23;Katia_C;IF;
24;Laurent_C;AD;
25;Laurent_C;BR;
26;Manon_C;BR;
27;Noemie_C;IF;
28;Omar_C;AD;
29;Omar_C;JD;
30;Omar_C;MN;
31;Pierre_C;AD;
32;Pierre_C;JD;
33;Quentin_C;AD;
34;Quentin_C;IF;
35;Quentin_C;MN;
36;Roxane_C;JD;
37;Roxane_C;IF;
38;Stephane_C;IF;
39;Stephane_C;AD;
40;Thierry_C;IF;
41;Thierry_C;JD;
competences;;;;
0;Alice;JD;7;
1;Alice;IF;8;
2;Alice;AD;4;
3;Bernard;MN;6;
4;Charlotte;BR;6;
5;Charlotte;AD;1;
6;David;MN;6;
7;David;AD;2;
8;Emma;JD;5;
9;Emma;BR;3;
10;Francois;BR;1;
11;Francois;MN;5;
12;Francois;AD;4;
13;Gabriel;JD;2;
14;Gabriel;BR;1;
15;Gabriel;MN;8;
16;Helene;JD;6;
17;Helene;BR;2;
18;Helene;MN;7;
19;Helene;IF;6;
20;Helene;AD;9;
21;Isabelle;JD;4;
22;Isabelle;BR;2;
23;Isabelle;AD;8;
24;Jacques;MN;2;
25;Jacques;IF;9;
26;Jacques;AD;6;
27;Karine;IF;6;
28;Louis;AD;8;
29;Marie;JD;4;
30;Marie;MN;2;
31;Marie;AD;10;
32;Nicolas;JD;4;
33;Nicolas;BR;7;
34;Nicolas;MN;6;
35;Nicolas;AD;7;
36;Olivier;AD;5;
37;Patricia;BR;3;
38;Quentin;MN;9;
39;Raphael;IF;7;
40;Raphael;AD;2;
41;Sophie;IF;7;
42;Thomas;JD;10;
43;Thomas;MN;9;
