besoins
0;Antoine_C;JD;
1;Brigitte_C;AD;
2;Brigitte_C;IF;
3;Brigitte_C;BR;
4;Brigitte_C;JD;
5;Brigitte_C;MN;
6;Cedric_C;JD;
7;Cedric_C;IF;
8;Cedric_C;AD;
9;Cedric_C;MN;
10;Cedric_C;BR;
11;Dominique_C;JD;
12;Dominique_C;MN;
13;Estelle_C;BR;
14;Estelle_C;JD;
15;Estelle_C;MN;
16;Florian_C;IF;
17;Florian_C;BR;
18;Florian_C;MN;
19;Florian_C;AD;
20;Florian_C;JD;
21;Gisele_C;BR;
22;Gisele_C;AD;
23;Hugo_C;AD;
24;Hugo_C;IF;
25;Hugo_C;MN;
26;Ines_C;AD;
27;Julien_C;AD;
28;Julien_C;JD;
29;Katia_C;MN;
30;Katia_C;BR;
31;Katia_C;IF;
32;Katia_C;AD;
33;Katia_C;JD;
34;Laurent_C;MN;
35;Laurent_C;AD;
36;Laurent_C;BR;
37;Manon_C;MN;
38;Manon_C;AD;
39;Manon_C;JD;
40;Manon_C;IF;
41;Noemie_C;IF;
42;Noemie_C;JD;
43;Omar_C;AD;
44;Omar_C;JD;
45;Omar_C;BR;
46;Omar_C;IF;
47;Omar_C;MN;
competences;;;;
0;Alice;JD;5;
1;Alice;BR;8;
2;Alice;AD;10;
3;Bernard;BR;10;
4;Bernard;MN;8;
5;Bernard;AD;1;
6;Charlotte;JD;3;
7;Charlotte;MN;8;
8;Charlotte;IF;3;
9;David;BR;1;
10;David;MN;2;
11;David;IF;10;
12;Emma;BR;6;
13;Emma;MN;5;
14;Francois;JD;2;
15;Francois;IF;7;
16;Francois;AD;8;
17;Gabriel;JD;4;
18;Gabriel;IF;2;
19;Helene;JD;10;
20;Helene;BR;3;
21;Helene;MN;10;
22;Helene;IF;7;
23;Isabelle;BR;2;
24;Isabelle;IF;4;
25;Isabelle;AD;8;
26;Jacques;JD;2;
27;Jacques;BR;7;
28;Jacques;MN;5;
29;Jacques;IF;3;
30;Jacques;AD;7;
31;Karine;MN;5;
32;Karine;IF;8;
33;Louis;JD;1;
34;Louis;BR;2;
35;Louis;MN;8;
36;Louis;AD;2;
37;Marie;JD;1;
38;Marie;BR;10;
39;Marie;IF;9;
40;Nicolas;BR;3;
41;Nicolas;MN;6;
42;Nicolas;IF;4;
43;Olivier;JD;7;
44;Olivier;BR;7;
45;Olivier;MN;8;
46;Olivier;AD;1;
47;Patricia;AD;2;
48;Quentin;JD;10;
49;Quentin;BR;6;
50;Quentin;IF;9;
51;Quentin;AD;4;
52;Raphael;MN;10;
53;Raphael;IF;2;
54;Sophie;BR;1;
55;Sophie;AD;4;
56;Thomas;JD;1;
57;Thomas;MN;1;
58;Thomas;AD;8;
