besoins
0;Antoine_C;BR;
1;Brigitte_C;IF;
2;Cedric_C;IF;
3;Dominique_C;IF;
4;Estelle_C;IF;
5;Florian_C;MN;
6;Gisele_C;AD;
7;Hugo_C;JD;
8;Ines_C;AD;
9;Julien_C;JD;
10;Katia_C;JD;
11;Laurent_C;AD;
12;Manon_C;AD;
13;Noemie_C;AD;
14;Omar_C;BR;
competences;;;;
0;Alice;JD;3;
1;Alice;BR;1;
2;Alice;MN;3;
3;Alice;AD;4;
4;Bernard;BR;5;
5;Bernard;IF;5;
6;Bernard;AD;5;
7;Charlotte;BR;7;
8;David;BR;10;
9;David;MN;1;
10;David;IF;3;
11;David;AD;1;
12;Emma;BR;2;
13;Francois;JD;3;
14;Francois;BR;1;
15;Francois;MN;5;
16;Francois;AD;7;
17;Gabriel;JD;10;
18;Gabriel;MN;8;
19;Helene;JD;5;
20;Helene;BR;3;
21;Helene;MN;10;
22;Isabelle;MN;5;
23;Isabelle;AD;9;
24;Jacques;IF;8;
25;Jacques;AD;5;
26;Karine;BR;9;
27;Karine;MN;5;
28;Karine;IF;1;
29;Karine;AD;2;
30;Louis;JD;1;
31;Louis;MN;5;
32;Marie;MN;3;
33;Marie;AD;6;
34;Nicolas;MN;7;
35;Olivier;JD;6;
